Year,State,County,Lat,Lon,NumEpisodes,CountyZone
2008,Indiana,Lawrence County,38.839815,-86.48782,11,C
2009,Indiana,Lawrence County,38.839815,-86.48782,3,C
2010,Indiana,Lawrence County,38.839815,-86.48782,1,C
2011,Indiana,Lawrence County,38.839815,-86.48782,2,C
2013,Indiana,Lawrence County,38.839815,-86.48782,2,C
2015,Indiana,Lawrence County,38.839815,-86.48782,1,C
2016,Indiana,Lawrence County,38.839815,-86.48782,1,C
1996,Indiana,Lawrence County,38.839815,-86.48782,3,Z
1997,Indiana,Lawrence County,38.839815,-86.48782,3,Z
1998,Indiana,Lawrence County,38.839815,-86.48782,4,Z
1999,Indiana,Lawrence County,38.839815,-86.48782,2,Z
2000,Indiana,Lawrence County,38.839815,-86.48782,1,Z
2001,Indiana,Lawrence County,38.839815,-86.48782,2,Z
2002,Indiana,Lawrence County,38.839815,-86.48782,5,Z
2003,Indiana,Lawrence County,38.839815,-86.48782,7,Z
2004,Indiana,Lawrence County,38.839815,-86.48782,2,Z
2005,Indiana,Lawrence County,38.839815,-86.48782,2,Z
1996,Indiana,Madison County,40.166203,-85.722454,1,C
1998,Indiana,Madison County,40.166203,-85.722454,2,C
2000,Indiana,Madison County,40.166203,-85.722454,1,C
2002,Indiana,Madison County,40.166203,-85.722454,1,C
2003,Indiana,Madison County,40.166203,-85.722454,6,C
2004,Indiana,Madison County,40.166203,-85.722454,1,C
2005,Indiana,Madison County,40.166203,-85.722454,2,C
2007,Indiana,Madison County,40.166203,-85.722454,3,C
2008,Indiana,Madison County,40.166203,-85.722454,6,C
2009,Indiana,Madison County,40.166203,-85.722454,1,C
2010,Indiana,Madison County,40.166203,-85.722454,1,C
2011,Indiana,Madison County,40.166203,-85.722454,3,C
2013,Indiana,Madison County,40.166203,-85.722454,2,C
2015,Indiana,Madison County,40.166203,-85.722454,2,C
1997,Indiana,Madison County,40.166203,-85.722454,2,Z
1998,Indiana,Madison County,40.166203,-85.722454,2,Z
1999,Indiana,Madison County,40.166203,-85.722454,3,Z
2001,Indiana,Madison County,40.166203,-85.722454,1,Z
2002,Indiana,Madison County,40.166203,-85.722454,3,Z
2003,Indiana,Madison County,40.166203,-85.722454,4,Z
2004,Indiana,Madison County,40.166203,-85.722454,4,Z
2005,Indiana,Madison County,40.166203,-85.722454,2,Z
1996,Indiana,Marion County,39.782976,-86.135794,1,C
1998,Indiana,Marion County,39.782976,-86.135794,3,C
2002,Indiana,Marion County,39.782976,-86.135794,1,C
2003,Indiana,Marion County,39.782976,-86.135794,2,C
2004,Indiana,Marion County,39.782976,-86.135794,4,C
2005,Indiana,Marion County,39.782976,-86.135794,2,C
2006,Indiana,Marion County,39.782976,-86.135794,1,C
2007,Indiana,Marion County,39.782976,-86.135794,4,C
2008,Indiana,Marion County,39.782976,-86.135794,8,C
2009,Indiana,Marion County,39.782976,-86.135794,3,C
2010,Indiana,Marion County,39.782976,-86.135794,4,C
2011,Indiana,Marion County,39.782976,-86.135794,3,C
2012,Indiana,Marion County,39.782976,-86.135794,1,C
2013,Indiana,Marion County,39.782976,-86.135794,3,C
2014,Indiana,Marion County,39.782976,-86.135794,4,C
2015,Indiana,Marion County,39.782976,-86.135794,8,C
2016,Indiana,Marion County,39.782976,-86.135794,1,C
1996,Indiana,Marion County,39.782976,-86.135794,1,Z
1997,Indiana,Marion County,39.782976,-86.135794,2,Z
1998,Indiana,Marion County,39.782976,-86.135794,2,Z
1999,Indiana,Marion County,39.782976,-86.135794,4,Z
2001,Indiana,Marion County,39.782976,-86.135794,1,Z
2002,Indiana,Marion County,39.782976,-86.135794,2,Z
2003,Indiana,Marion County,39.782976,-86.135794,6,Z
2004,Indiana,Marion County,39.782976,-86.135794,3,Z
2005,Indiana,Marion County,39.782976,-86.135794,2,Z
1996,Indiana,Marshall County,41.325003,-86.269036,1,C
2006,Indiana,Marshall County,41.325003,-86.269036,1,C
2007,Indiana,Marshall County,41.325003,-86.269036,1,C
2008,Indiana,Marshall County,41.325003,-86.269036,1,C
2009,Indiana,Marshall County,41.325003,-86.269036,1,C
2015,Indiana,Marshall County,41.325003,-86.269036,2,C
1996,Indiana,Martin County,38.705322,-86.801847,1,C
1998,Indiana,Martin County,38.705322,-86.801847,1,C
2000,Indiana,Martin County,38.705322,-86.801847,1,C
2001,Indiana,Martin County,38.705322,-86.801847,1,C
2002,Indiana,Martin County,38.705322,-86.801847,2,C
2006,Indiana,Martin County,38.705322,-86.801847,2,C
2007,Indiana,Martin County,38.705322,-86.801847,2,C
2008,Indiana,Martin County,38.705322,-86.801847,10,C
2010,Indiana,Martin County,38.705322,-86.801847,2,C
2011,Indiana,Martin County,38.705322,-86.801847,1,C
2013,Indiana,Martin County,38.705322,-86.801847,1,C
2014,Indiana,Martin County,38.705322,-86.801847,1,C
2015,Indiana,Martin County,38.705322,-86.801847,1,C
1996,Indiana,Martin County,38.705322,-86.801847,3,Z
1998,Indiana,Martin County,38.705322,-86.801847,3,Z
1999,Indiana,Martin County,38.705322,-86.801847,1,Z
2001,Indiana,Martin County,38.705322,-86.801847,2,Z
2003,Indiana,Martin County,38.705322,-86.801847,1,Z
2004,Indiana,Martin County,38.705322,-86.801847,2,Z
2005,Indiana,Martin County,38.705322,-86.801847,2,Z
1997,Indiana,Miami County,40.772881,-86.044258,1,C
1998,Indiana,Miami County,40.772881,-86.044258,2,C
2003,Indiana,Miami County,40.772881,-86.044258,3,C
2004,Indiana,Miami County,40.772881,-86.044258,1,C
2010,Indiana,Miami County,40.772881,-86.044258,1,C
2015,Indiana,Miami County,40.772881,-86.044258,2,C
1997,Indiana,Miami County,40.772881,-86.044258,4,Z
1998,Indiana,Miami County,40.772881,-86.044258,1,Z
1998,Indiana,Monroe County,39.160751,-86.523325,2,C
2000,Indiana,Monroe County,39.160751,-86.523325,1,C
2002,Indiana,Monroe County,39.160751,-86.523325,3,C
2004,Indiana,Monroe County,39.160751,-86.523325,1,C
2005,Indiana,Monroe County,39.160751,-86.523325,1,C
2006,Indiana,Monroe County,39.160751,-86.523325,2,C
2007,Indiana,Monroe County,39.160751,-86.523325,1,C
2008,Indiana,Monroe County,39.160751,-86.523325,6,C
2009,Indiana,Monroe County,39.160751,-86.523325,2,C
2010,Indiana,Monroe County,39.160751,-86.523325,1,C
2011,Indiana,Monroe County,39.160751,-86.523325,1,C
2012,Indiana,Monroe County,39.160751,-86.523325,3,C
2013,Indiana,Monroe County,39.160751,-86.523325,1,C
2014,Indiana,Monroe County,39.160751,-86.523325,2,C
2015,Indiana,Monroe County,39.160751,-86.523325,1,C
1996,Indiana,Monroe County,39.160751,-86.523325,1,Z
1999,Indiana,Monroe County,39.160751,-86.523325,2,Z
2000,Indiana,Monroe County,39.160751,-86.523325,1,Z
2003,Indiana,Monroe County,39.160751,-86.523325,1,Z
2004,Indiana,Monroe County,39.160751,-86.523325,4,Z
2005,Indiana,Monroe County,39.160751,-86.523325,2,Z
1996,Indiana,Montgomery County,40.040296,-86.892715,4,C
1998,Indiana,Montgomery County,40.040296,-86.892715,2,C
1999,Indiana,Montgomery County,40.040296,-86.892715,1,C
2000,Indiana,Montgomery County,40.040296,-86.892715,1,C
2002,Indiana,Montgomery County,40.040296,-86.892715,3,C
2003,Indiana,Montgomery County,40.040296,-86.892715,3,C
2004,Indiana,Montgomery County,40.040296,-86.892715,1,C
2005,Indiana,Montgomery County,40.040296,-86.892715,1,C
2006,Indiana,Montgomery County,40.040296,-86.892715,3,C
2008,Indiana,Montgomery County,40.040296,-86.892715,2,C
2009,Indiana,Montgomery County,40.040296,-86.892715,1,C
2013,Indiana,Montgomery County,40.040296,-86.892715,1,C
2014,Indiana,Montgomery County,40.040296,-86.892715,1,C
2016,Indiana,Montgomery County,40.040296,-86.892715,1,C
1996,Indiana,Montgomery County,40.040296,-86.892715,2,Z
1997,Indiana,Montgomery County,40.040296,-86.892715,2,Z
1998,Indiana,Montgomery County,40.040296,-86.892715,1,Z
1999,Indiana,Montgomery County,40.040296,-86.892715,1,Z
2002,Indiana,Montgomery County,40.040296,-86.892715,1,Z
2003,Indiana,Montgomery County,40.040296,-86.892715,2,Z
2004,Indiana,Montgomery County,40.040296,-86.892715,1,Z
2005,Indiana,Montgomery County,40.040296,-86.892715,1,Z
1998,Indiana,Morgan County,39.482646,-86.447457,1,C
2000,Indiana,Morgan County,39.482646,-86.447457,1,C
2001,Indiana,Morgan County,39.482646,-86.447457,1,C
2002,Indiana,Morgan County,39.482646,-86.447457,4,C
2003,Indiana,Morgan County,39.482646,-86.447457,1,C
2004,Indiana,Morgan County,39.482646,-86.447457,2,C
2005,Indiana,Morgan County,39.482646,-86.447457,2,C
2006,Indiana,Morgan County,39.482646,-86.447457,2,C
2007,Indiana,Morgan County,39.482646,-86.447457,4,C
2008,Indiana,Morgan County,39.482646,-86.447457,10,C
2009,Indiana,Morgan County,39.482646,-86.447457,4,C
2010,Indiana,Morgan County,39.482646,-86.447457,2,C
2013,Indiana,Morgan County,39.482646,-86.447457,3,C
2015,Indiana,Morgan County,39.482646,-86.447457,1,C
1996,Indiana,Morgan County,39.482646,-86.447457,2,Z
1997,Indiana,Morgan County,39.482646,-86.447457,1,Z
1998,Indiana,Morgan County,39.482646,-86.447457,3,Z
1999,Indiana,Morgan County,39.482646,-86.447457,6,Z
2000,Indiana,Morgan County,39.482646,-86.447457,2,Z
2001,Indiana,Morgan County,39.482646,-86.447457,2,Z
2002,Indiana,Morgan County,39.482646,-86.447457,3,Z
2003,Indiana,Morgan County,39.482646,-86.447457,5,Z
2004,Indiana,Morgan County,39.482646,-86.447457,5,Z
2005,Indiana,Morgan County,39.482646,-86.447457,3,Z
1996,Indiana,Newton County,40.962399,-87.402172,1,C
2001,Indiana,Newton County,40.962399,-87.402172,1,C
2004,Indiana,Newton County,40.962399,-87.402172,1,C
2006,Indiana,Newton County,40.962399,-87.402172,1,C
2008,Indiana,Newton County,40.962399,-87.402172,4,C
2012,Indiana,Newton County,40.962399,-87.402172,1,C
2013,Indiana,Newton County,40.962399,-87.402172,2,C
2014,Indiana,Newton County,40.962399,-87.402172,1,C
2015,Indiana,Newton County,40.962399,-87.402172,2,C
2005,Indiana,Newton County,40.962399,-87.402172,2,Z
2008,Indiana,Noble County,41.40468,-85.417271,1,C
2009,Indiana,Noble County,41.40468,-85.417271,1,C
1996,Indiana,Ohio County,38.940527,-84.964299,2,C
1997,Indiana,Ohio County,38.940527,-84.964299,1,C
1998,Indiana,Ohio County,38.940527,-84.964299,1,C
2000,Indiana,Ohio County,38.940527,-84.964299,2,C
2002,Indiana,Ohio County,38.940527,-84.964299,3,C
2003,Indiana,Ohio County,38.940527,-84.964299,1,C
2004,Indiana,Ohio County,38.940527,-84.964299,1,C
2005,Indiana,Ohio County,38.940527,-84.964299,1,C
2006,Indiana,Ohio County,38.940527,-84.964299,1,C
2011,Indiana,Ohio County,38.940527,-84.964299,1,C
1996,Indiana,Ohio County,38.940527,-84.964299,1,Z
1997,Indiana,Ohio County,38.940527,-84.964299,1,Z
2001,Indiana,Ohio County,38.940527,-84.964299,1,Z
2002,Indiana,Ohio County,38.940527,-84.964299,3,Z
2004,Indiana,Ohio County,38.940527,-84.964299,3,Z
2005,Indiana,Ohio County,38.940527,-84.964299,2,Z
1996,Indiana,Orange County,38.547381,-86.489257,2,C
1997,Indiana,Orange County,38.547381,-86.489257,1,C
1999,Indiana,Orange County,38.547381,-86.489257,1,C
2000,Indiana,Orange County,38.547381,-86.489257,2,C
2001,Indiana,Orange County,38.547381,-86.489257,1,C
2002,Indiana,Orange County,38.547381,-86.489257,3,C
2003,Indiana,Orange County,38.547381,-86.489257,2,C
2004,Indiana,Orange County,38.547381,-86.489257,1,C
2006,Indiana,Orange County,38.547381,-86.489257,5,C
2008,Indiana,Orange County,38.547381,-86.489257,4,C
2009,Indiana,Orange County,38.547381,-86.489257,2,C
2011,Indiana,Orange County,38.547381,-86.489257,1,C
2014,Indiana,Orange County,38.547381,-86.489257,3,C
2015,Indiana,Orange County,38.547381,-86.489257,3,C
2016,Indiana,Orange County,38.547381,-86.489257,1,C
1996,Indiana,Orange County,38.547381,-86.489257,1,Z
2002,Indiana,Orange County,38.547381,-86.489257,2,Z
2005,Indiana,Orange County,38.547381,-86.489257,1,Z
1996,Indiana,Owen County,39.317339,-86.838845,1,C
1998,Indiana,Owen County,39.317339,-86.838845,4,C
2000,Indiana,Owen County,39.317339,-86.838845,1,C
2002,Indiana,Owen County,39.317339,-86.838845,2,C
2004,Indiana,Owen County,39.317339,-86.838845,1,C
2006,Indiana,Owen County,39.317339,-86.838845,3,C
2007,Indiana,Owen County,39.317339,-86.838845,5,C
2008,Indiana,Owen County,39.317339,-86.838845,13,C
2009,Indiana,Owen County,39.317339,-86.838845,6,C
2010,Indiana,Owen County,39.317339,-86.838845,1,C
2013,Indiana,Owen County,39.317339,-86.838845,2,C
2014,Indiana,Owen County,39.317339,-86.838845,1,C
1996,Indiana,Owen County,39.317339,-86.838845,2,Z
1997,Indiana,Owen County,39.317339,-86.838845,2,Z
1998,Indiana,Owen County,39.317339,-86.838845,7,Z
1999,Indiana,Owen County,39.317339,-86.838845,7,Z
2000,Indiana,Owen County,39.317339,-86.838845,6,Z
2001,Indiana,Owen County,39.317339,-86.838845,6,Z
2002,Indiana,Owen County,39.317339,-86.838845,6,Z
2003,Indiana,Owen County,39.317339,-86.838845,6,Z
2004,Indiana,Owen County,39.317339,-86.838845,5,Z
2005,Indiana,Owen County,39.317339,-86.838845,3,Z
1998,Indiana,Parke County,39.77425,-87.19695,2,C
2001,Indiana,Parke County,39.77425,-87.19695,3,C
2002,Indiana,Parke County,39.77425,-87.19695,3,C
2003,Indiana,Parke County,39.77425,-87.19695,3,C
2004,Indiana,Parke County,39.77425,-87.19695,2,C
2006,Indiana,Parke County,39.77425,-87.19695,4,C
2007,Indiana,Parke County,39.77425,-87.19695,8,C
2008,Indiana,Parke County,39.77425,-87.19695,16,C
2009,Indiana,Parke County,39.77425,-87.19695,11,C
2013,Indiana,Parke County,39.77425,-87.19695,1,C
2015,Indiana,Parke County,39.77425,-87.19695,3,C
1996,Indiana,Parke County,39.77425,-87.19695,3,Z
1997,Indiana,Parke County,39.77425,-87.19695,3,Z
1998,Indiana,Parke County,39.77425,-87.19695,10,Z
1999,Indiana,Parke County,39.77425,-87.19695,5,Z
2000,Indiana,Parke County,39.77425,-87.19695,1,Z
2001,Indiana,Parke County,39.77425,-87.19695,6,Z
2002,Indiana,Parke County,39.77425,-87.19695,11,Z
2003,Indiana,Parke County,39.77425,-87.19695,11,Z
2004,Indiana,Parke County,39.77425,-87.19695,6,Z
2005,Indiana,Parke County,39.77425,-87.19695,5,Z
1996,Indiana,Perry County,38.081436,-86.62654,2,C
1997,Indiana,Perry County,38.081436,-86.62654,2,C
1998,Indiana,Perry County,38.081436,-86.62654,1,C
1999,Indiana,Perry County,38.081436,-86.62654,1,C
2000,Indiana,Perry County,38.081436,-86.62654,2,C
2001,Indiana,Perry County,38.081436,-86.62654,1,C
2002,Indiana,Perry County,38.081436,-86.62654,1,C
2003,Indiana,Perry County,38.081436,-86.62654,1,C
2006,Indiana,Perry County,38.081436,-86.62654,6,C
2007,Indiana,Perry County,38.081436,-86.62654,2,C
2008,Indiana,Perry County,38.081436,-86.62654,5,C
2009,Indiana,Perry County,38.081436,-86.62654,1,C
2010,Indiana,Perry County,38.081436,-86.62654,1,C
2011,Indiana,Perry County,38.081436,-86.62654,8,C
2013,Indiana,Perry County,38.081436,-86.62654,1,C
2014,Indiana,Perry County,38.081436,-86.62654,2,C
2015,Indiana,Perry County,38.081436,-86.62654,4,C
2016,Indiana,Perry County,38.081436,-86.62654,1,C
1996,Indiana,Perry County,38.081436,-86.62654,4,Z
1997,Indiana,Perry County,38.081436,-86.62654,2,Z
1998,Indiana,Perry County,38.081436,-86.62654,1,Z
2000,Indiana,Perry County,38.081436,-86.62654,1,Z
2002,Indiana,Perry County,38.081436,-86.62654,3,Z
2003,Indiana,Perry County,38.081436,-86.62654,1,Z
2004,Indiana,Perry County,38.081436,-86.62654,6,Z
2005,Indiana,Perry County,38.081436,-86.62654,2,Z
1996,Indiana,Pike County,38.397898,-87.232532,4,C
1998,Indiana,Pike County,38.397898,-87.232532,1,C
1999,Indiana,Pike County,38.397898,-87.232532,2,C
2000,Indiana,Pike County,38.397898,-87.232532,2,C
2001,Indiana,Pike County,38.397898,-87.232532,2,C
2002,Indiana,Pike County,38.397898,-87.232532,3,C
2006,Indiana,Pike County,38.397898,-87.232532,9,C
2007,Indiana,Pike County,38.397898,-87.232532,7,C
2008,Indiana,Pike County,38.397898,-87.232532,7,C
2009,Indiana,Pike County,38.397898,-87.232532,6,C
2010,Indiana,Pike County,38.397898,-87.232532,5,C
2011,Indiana,Pike County,38.397898,-87.232532,11,C
2012,Indiana,Pike County,38.397898,-87.232532,2,C
2013,Indiana,Pike County,38.397898,-87.232532,6,C
2014,Indiana,Pike County,38.397898,-87.232532,7,C
2015,Indiana,Pike County,38.397898,-87.232532,6,C
2016,Indiana,Pike County,38.397898,-87.232532,6,C
1996,Indiana,Pike County,38.397898,-87.232532,2,Z
1998,Indiana,Pike County,38.397898,-87.232532,1,Z
2000,Indiana,Pike County,38.397898,-87.232532,1,Z
2001,Indiana,Pike County,38.397898,-87.232532,2,Z
2002,Indiana,Pike County,38.397898,-87.232532,1,Z
2003,Indiana,Pike County,38.397898,-87.232532,7,Z
2004,Indiana,Pike County,38.397898,-87.232532,3,Z
2005,Indiana,Pike County,38.397898,-87.232532,4,Z
2006,Indiana,Pike County,38.397898,-87.232532,1,Z
1996,Indiana,Porter County,41.509916,-87.071313,2,C
2000,Indiana,Porter County,41.509916,-87.071313,1,C
2003,Indiana,Porter County,41.509916,-87.071313,2,C
2004,Indiana,Porter County,41.509916,-87.071313,2,C
2007,Indiana,Porter County,41.509916,-87.071313,2,C
2008,Indiana,Porter County,41.509916,-87.071313,4,C
2009,Indiana,Porter County,41.509916,-87.071313,4,C
2010,Indiana,Porter County,41.509916,-87.071313,1,C
2011,Indiana,Porter County,41.509916,-87.071313,3,C
2012,Indiana,Porter County,41.509916,-87.071313,1,C
2013,Indiana,Porter County,41.509916,-87.071313,1,C
2014,Indiana,Porter County,41.509916,-87.071313,2,C
2015,Indiana,Porter County,41.509916,-87.071313,2,C
2005,Indiana,Porter County,41.509916,-87.071313,1,Z
2010,Indiana,Porter County,41.509916,-87.071313,1,Z
1996,Indiana,Posey County,38.027614,-87.868653,2,C
1998,Indiana,Posey County,38.027614,-87.868653,2,C
1999,Indiana,Posey County,38.027614,-87.868653,3,C
2000,Indiana,Posey County,38.027614,-87.868653,1,C
2002,Indiana,Posey County,38.027614,-87.868653,2,C
2004,Indiana,Posey County,38.027614,-87.868653,4,C
2005,Indiana,Posey County,38.027614,-87.868653,2,C
2006,Indiana,Posey County,38.027614,-87.868653,12,C
2007,Indiana,Posey County,38.027614,-87.868653,11,C
2008,Indiana,Posey County,38.027614,-87.868653,11,C
2009,Indiana,Posey County,38.027614,-87.868653,5,C
2010,Indiana,Posey County,38.027614,-87.868653,6,C
2011,Indiana,Posey County,38.027614,-87.868653,17,C
2012,Indiana,Posey County,38.027614,-87.868653,7,C
2013,Indiana,Posey County,38.027614,-87.868653,8,C
2014,Indiana,Posey County,38.027614,-87.868653,5,C
2015,Indiana,Posey County,38.027614,-87.868653,7,C
2016,Indiana,Posey County,38.027614,-87.868653,6,C
1996,Indiana,Posey County,38.027614,-87.868653,5,Z
1997,Indiana,Posey County,38.027614,-87.868653,6,Z
1998,Indiana,Posey County,38.027614,-87.868653,8,Z
1999,Indiana,Posey County,38.027614,-87.868653,5,Z
2001,Indiana,Posey County,38.027614,-87.868653,4,Z
2002,Indiana,Posey County,38.027614,-87.868653,8,Z
2003,Indiana,Posey County,38.027614,-87.868653,7,Z
2004,Indiana,Posey County,38.027614,-87.868653,10,Z
2005,Indiana,Posey County,38.027614,-87.868653,6,Z
2006,Indiana,Posey County,38.027614,-87.868653,1,Z
2003,Indiana,Pulaski County,41.045272,-86.692538,2,C
2013,Indiana,Pulaski County,41.045272,-86.692538,1,C
1998,Indiana,Putnam County,39.665548,-86.853373,1,C
2000,Indiana,Putnam County,39.665548,-86.853373,1,C
2001,Indiana,Putnam County,39.665548,-86.853373,1,C
2002,Indiana,Putnam County,39.665548,-86.853373,3,C
2003,Indiana,Putnam County,39.665548,-86.853373,4,C
2004,Indiana,Putnam County,39.665548,-86.853373,1,C
2008,Indiana,Putnam County,39.665548,-86.853373,7,C
2009,Indiana,Putnam County,39.665548,-86.853373,2,C
2010,Indiana,Putnam County,39.665548,-86.853373,1,C
2013,Indiana,Putnam County,39.665548,-86.853373,1,C
2014,Indiana,Putnam County,39.665548,-86.853373,2,C
2015,Indiana,Putnam County,39.665548,-86.853373,2,C
1996,Indiana,Putnam County,39.665548,-86.853373,1,Z
1997,Indiana,Putnam County,39.665548,-86.853373,2,Z
1999,Indiana,Putnam County,39.665548,-86.853373,8,Z
2000,Indiana,Putnam County,39.665548,-86.853373,3,Z
2001,Indiana,Putnam County,39.665548,-86.853373,5,Z
2003,Indiana,Putnam County,39.665548,-86.853373,5,Z
2004,Indiana,Putnam County,39.665548,-86.853373,1,Z
2005,Indiana,Putnam County,39.665548,-86.853373,1,Z
1998,Indiana,Randolph County,40.164174,-85.005481,3,C
2001,Indiana,Randolph County,40.164174,-85.005481,1,C
2002,Indiana,Randolph County,40.164174,-85.005481,1,C
2003,Indiana,Randolph County,40.164174,-85.005481,5,C
2004,Indiana,Randolph County,40.164174,-85.005481,1,C
2005,Indiana,Randolph County,40.164174,-85.005481,2,C
2006,Indiana,Randolph County,40.164174,-85.005481,2,C
2007,Indiana,Randolph County,40.164174,-85.005481,1,C
2008,Indiana,Randolph County,40.164174,-85.005481,7,C
2009,Indiana,Randolph County,40.164174,-85.005481,1,C
2010,Indiana,Randolph County,40.164174,-85.005481,1,C
2012,Indiana,Randolph County,40.164174,-85.005481,1,C
2013,Indiana,Randolph County,40.164174,-85.005481,1,C
2014,Indiana,Randolph County,40.164174,-85.005481,1,C
1999,Indiana,Randolph County,40.164174,-85.005481,2,Z
2000,Indiana,Randolph County,40.164174,-85.005481,3,Z
2001,Indiana,Randolph County,40.164174,-85.005481,1,Z
2004,Indiana,Randolph County,40.164174,-85.005481,1,Z
2005,Indiana,Randolph County,40.164174,-85.005481,1,Z
1996,Indiana,Ripley County,39.10023,-85.260541,3,C
1998,Indiana,Ripley County,39.10023,-85.260541,3,C
2000,Indiana,Ripley County,39.10023,-85.260541,4,C
2001,Indiana,Ripley County,39.10023,-85.260541,5,C
2002,Indiana,Ripley County,39.10023,-85.260541,4,C
2003,Indiana,Ripley County,39.10023,-85.260541,5,C
2004,Indiana,Ripley County,39.10023,-85.260541,2,C
2005,Indiana,Ripley County,39.10023,-85.260541,1,C
2006,Indiana,Ripley County,39.10023,-85.260541,1,C
2007,Indiana,Ripley County,39.10023,-85.260541,1,C
2008,Indiana,Ripley County,39.10023,-85.260541,3,C
2009,Indiana,Ripley County,39.10023,-85.260541,1,C
2010,Indiana,Ripley County,39.10023,-85.260541,2,C
2011,Indiana,Ripley County,39.10023,-85.260541,2,C
2012,Indiana,Ripley County,39.10023,-85.260541,1,C
2013,Indiana,Ripley County,39.10023,-85.260541,2,C
2015,Indiana,Ripley County,39.10023,-85.260541,1,C
2016,Indiana,Ripley County,39.10023,-85.260541,4,C
2001,Indiana,Ripley County,39.10023,-85.260541,1,Z
2002,Indiana,Ripley County,39.10023,-85.260541,4,Z
2003,Indiana,Ripley County,39.10023,-85.260541,2,Z
2004,Indiana,Ripley County,39.10023,-85.260541,4,Z
2005,Indiana,Ripley County,39.10023,-85.260541,4,Z
1998,Indiana,Rush County,39.622357,-85.466403,2,C
2002,Indiana,Rush County,39.622357,-85.466403,2,C
2003,Indiana,Rush County,39.622357,-85.466403,1,C
2004,Indiana,Rush County,39.622357,-85.466403,2,C
2008,Indiana,Rush County,39.622357,-85.466403,5,C
2015,Indiana,Rush County,39.622357,-85.466403,1,C
1996,Indiana,Rush County,39.622357,-85.466403,2,Z
1997,Indiana,Rush County,39.622357,-85.466403,3,Z
1998,Indiana,Rush County,39.622357,-85.466403,1,Z
1999,Indiana,Rush County,39.622357,-85.466403,1,Z
2000,Indiana,Rush County,39.622357,-85.466403,1,Z
2003,Indiana,Rush County,39.622357,-85.466403,2,Z
2004,Indiana,Rush County,39.622357,-85.466403,1,Z
2005,Indiana,Rush County,39.622357,-85.466403,1,Z
1999,Indiana,Scott County,38.679431,-85.751898,1,C
2000,Indiana,Scott County,38.679431,-85.751898,2,C
2002,Indiana,Scott County,38.679431,-85.751898,1,C
2003,Indiana,Scott County,38.679431,-85.751898,1,C
2006,Indiana,Scott County,38.679431,-85.751898,3,C
2008,Indiana,Scott County,38.679431,-85.751898,2,C
2009,Indiana,Scott County,38.679431,-85.751898,2,C
2011,Indiana,Scott County,38.679431,-85.751898,1,C
2015,Indiana,Scott County,38.679431,-85.751898,2,C
1996,Indiana,Scott County,38.679431,-85.751898,1,Z
1996,Indiana,Shelby County,39.524135,-85.792174,1,C
1998,Indiana,Shelby County,39.524135,-85.792174,2,C
1999,Indiana,Shelby County,39.524135,-85.792174,1,C
2000,Indiana,Shelby County,39.524135,-85.792174,1,C
2002,Indiana,Shelby County,39.524135,-85.792174,2,C
2003,Indiana,Shelby County,39.524135,-85.792174,1,C
2004,Indiana,Shelby County,39.524135,-85.792174,1,C
2007,Indiana,Shelby County,39.524135,-85.792174,1,C
2008,Indiana,Shelby County,39.524135,-85.792174,9,C
2009,Indiana,Shelby County,39.524135,-85.792174,3,C
2011,Indiana,Shelby County,39.524135,-85.792174,1,C
2013,Indiana,Shelby County,39.524135,-85.792174,1,C
2015,Indiana,Shelby County,39.524135,-85.792174,1,C
1996,Indiana,Shelby County,39.524135,-85.792174,2,Z
1997,Indiana,Shelby County,39.524135,-85.792174,3,Z
1998,Indiana,Shelby County,39.524135,-85.792174,2,Z
1999,Indiana,Shelby County,39.524135,-85.792174,2,Z
2000,Indiana,Shelby County,39.524135,-85.792174,1,Z
2003,Indiana,Shelby County,39.524135,-85.792174,2,Z
2004,Indiana,Shelby County,39.524135,-85.792174,1,Z
2005,Indiana,Shelby County,39.524135,-85.792174,2,Z
1996,Indiana,Spencer County,38.009697,-87.010375,3,C
1998,Indiana,Spencer County,38.009697,-87.010375,3,C
1999,Indiana,Spencer County,38.009697,-87.010375,1,C
2000,Indiana,Spencer County,38.009697,-87.010375,1,C
2001,Indiana,Spencer County,38.009697,-87.010375,1,C
2003,Indiana,Spencer County,38.009697,-87.010375,1,C
2004,Indiana,Spencer County,38.009697,-87.010375,1,C
2005,Indiana,Spencer County,38.009697,-87.010375,1,C
2006,Indiana,Spencer County,38.009697,-87.010375,6,C
2007,Indiana,Spencer County,38.009697,-87.010375,2,C
2008,Indiana,Spencer County,38.009697,-87.010375,4,C
2009,Indiana,Spencer County,38.009697,-87.010375,5,C
2010,Indiana,Spencer County,38.009697,-87.010375,2,C
2011,Indiana,Spencer County,38.009697,-87.010375,6,C
2012,Indiana,Spencer County,38.009697,-87.010375,1,C
2013,Indiana,Spencer County,38.009697,-87.010375,2,C
2014,Indiana,Spencer County,38.009697,-87.010375,1,C
2015,Indiana,Spencer County,38.009697,-87.010375,3,C
2016,Indiana,Spencer County,38.009697,-87.010375,1,C
1996,Indiana,Spencer County,38.009697,-87.010375,1,Z
1997,Indiana,Spencer County,38.009697,-87.010375,1,Z
1998,Indiana,Spencer County,38.009697,-87.010375,1,Z
1999,Indiana,Spencer County,38.009697,-87.010375,2,Z
2000,Indiana,Spencer County,38.009697,-87.010375,2,Z
2001,Indiana,Spencer County,38.009697,-87.010375,1,Z
